Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,combineId,playerId,combineYear,combineHeight,combineWeight,collegeId,nflId,heightInches,weight,ageAtDraft,team_wins,team_losses,team_win_loss_perc,team_points,team_points_opp,team_points_diff,team_g,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_score_pct,team_turnover_pct,team_exp_pts_tot
Jerome Pathon,Bengals,22.0,9.0,0.0,5.0,1.0,12.0,12.0,0.0,1.0,20.0,12.0,2.4,0.1,1.3,0.0,2018.0,13865.0,19980032.0,1998.0,72.0,187.0,98195.0,2502417.0,72.0,195.0,22.353424657534248,7.0,9.0,0.438,290.0,349.0,-59.0,16.0,4488.0,927.0,4.8,23.0,11.0,267.0,304.0,510.0,3122.0,25.0,12.0,5.7,165.0,377.0,1366.0,6.0,3.6,72.0,110.0,1027.0,30.0,26.5,11.4,-108.45
Alex Bannister,Ravens,24.0,3.0,0.0,1.0,1.0,14.0,14.0,0.0,1.0,100.0,14.0,14.0,0.3,4.7,1.0,2018.0,14613.0,20010140.0,2001.0,76.6,201.0,40475.0,2504617.0,77.0,207.0,22.01095890410959,9.0,7.0,0.563,395.0,303.0,92.0,16.0,4886.0,1054.0,4.6,17.0,4.0,311.0,363.0,567.0,3030.0,20.0,13.0,5.1,168.0,460.0,1856.0,14.0,4.0,111.0,91.0,749.0,32.0,36.5,8.9,-132.06
Chad Johnson,Vikings,25.0,16.0,0.0,2.0,1.0,23.0,23.0,0.0,1.0,50.0,23.0,11.5,0.1,1.4,0.0,2018.0,14725.0,20010036.0,2001.0,73.0,192.0,97331.0,2504651.0,73.0,188.0,23.295890410958904,13.0,3.0,0.813,382.0,252.0,130.0,16.0,5710.0,1055.0,5.4,14.0,6.0,334.0,357.0,527.0,3753.0,25.0,8.0,6.8,196.0,501.0,1957.0,15.0,3.9,100.0,100.0,949.0,38.0,38.9,7.6,-54.08
David Givens,Chargers,26.0,14.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2018.0,14965.0,20020253.0,2002.0,72.0,217.0,46556.0,2505214.0,72.0,215.0,21.69041095890411,9.0,7.0,0.563,355.0,272.0,83.0,16.0,6026.0,1020.0,5.9,15.0,4.0,337.0,366.0,583.0,4431.0,28.0,11.0,7.4,220.0,419.0,1595.0,10.0,3.8,84.0,108.0,927.0,33.0,33.3,8.5,-17.69
Ronald Curry,Dolphins,22.0,1.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2018.0,14927.0,20020235.0,2002.0,73.9,220.0,27599.0,2505200.0,74.0,210.0,22.912328767123288,6.0,10.0,0.375,281.0,393.0,-112.0,16.0,4923.0,995.0,4.9,29.0,8.0,284.0,373.0,602.0,3535.0,24.0,21.0,5.6,187.0,360.0,1388.0,4.0,3.9,66.0,137.0,1154.0,31.0,25.8,15.3,-156.17
Joey Galloway,Lions,22.0,1.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2018.0,12845.0,19950008.0,1995.0,70.4,188.0,43210.0,2500744.0,71.0,197.0,23.435616438356163,9.0,7.0,0.563,410.0,376.0,34.0,16.0,5404.0,980.0,5.5,22.0,11.0,296.0,374.0,570.0,4183.0,29.0,11.0,6.8,210.0,363.0,1221.0,10.0,3.4,58.0,104.0,968.0,28.0,37.3,11.9,-93.68
Terry Glenn,Buccaneers,27.0,4.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2018.0,13137.0,19960007.0,1996.0,70.5,184.0,43210.0,2500816.0,71.0,196.0,21.75890410958904,5.0,11.0,0.313,335.0,382.0,-47.0,16.0,5814.0,1035.0,5.6,27.0,13.0,352.0,378.0,605.0,4366.0,26.0,14.0,6.8,243.0,390.0,1448.0,8.0,3.7,76.0,104.0,795.0,33.0,33.7,15.4,-52.32
Ernest Wilford,Patriots,25.0,1.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,15650.0,20040120.0,2004.0,75.6,226.0,24061.0,2506089.0,76.0,235.0,25.293150684931508,13.0,3.0,0.813,458.0,296.0,162.0,16.0,6307.0,1070.0,5.9,12.0,4.0,389.0,389.0,587.0,4418.0,32.0,8.0,7.1,232.0,448.0,1889.0,16.0,4.2,107.0,95.0,835.0,50.0,49.4,6.9,114.84
Derrick Mason,Steelers,26.0,16.0,15.0,185.0,149.0,1725.0,11.6,9.0,91.0,70.8,49.0,9.3,9.3,107.8,1.0,2019.0,13524.0,19970098.0,1997.0,70.8,193.0,48824.0,2501898.0,70.0,197.0,23.26849315068493,9.0,6.0,0.594,428.0,360.0,68.0,16.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,36.8,14.3,156.16
Torry Holt,Chargers,27.0,16.0,16.0,149.0,104.0,1199.0,11.5,6.0,63.0,59.1,45.0,8.0,6.5,74.9,0.0,2019.0,14110.0,19990006.0,1999.0,72.3,192.0,27607.0,2501229.0,72.0,200.0,22.87945205479452,12.0,4.0,0.75,428.0,329.0,99.0,16.0,5962.0,945.0,6.3,19.0,7.0,338.0,348.0,512.0,4089.0,32.0,12.0,7.5,213.0,399.0,1873.0,16.0,4.7,100.0,113.0,967.0,25.0,42.4,10.0,170.19
Muhsin Muhammad,Patriots,33.0,16.0,13.0,153.0,100.0,1117.0,11.2,6.0,54.0,54.2,44.0,7.3,6.3,69.8,3.0,2019.0,13243.0,19960043.0,1996.0,73.8,217.0,48824.0,2502231.0,74.0,215.0,22.975342465753425,11.0,5.0,0.688,436.0,325.0,111.0,16.0,6295.0,1073.0,5.9,18.0,7.0,365.0,378.0,574.0,4258.0,29.0,11.0,7.2,206.0,478.0,2037.0,18.0,4.3,131.0,93.0,744.0,28.0,40.8,9.2,190.96
Laveranues Coles,Falcons,30.0,15.0,15.0,157.0,99.0,1394.0,14.1,6.0,77.0,55.4,54.0,8.9,6.6,92.9,1.0,2019.0,14392.0,20000078.0,2000.0,71.3,192.0,32306.0,2503902.0,71.0,200.0,22.30958904109589,7.0,9.0,0.438,414.0,423.0,-9.0,16.0,6226.0,1010.0,6.2,18.0,11.0,352.0,428.0,617.0,4653.0,36.0,7.0,7.1,238.0,351.0,1573.0,11.0,4.5,84.0,101.0,899.0,30.0,42.9,10.7,155.08
Isaac Bruce,Bears,26.0,16.0,15.0,154.0,98.0,1147.0,11.7,7.0,63.0,57.1,49.0,7.4,6.1,71.7,0.0,2019.0,12470.0,19940033.0,1994.0,71.5,173.0,38152.0,2499879.0,72.0,188.0,21.46575342465753,12.0,4.0,0.75,421.0,283.0,138.0,16.0,5502.0,1013.0,5.4,24.0,10.0,331.0,344.0,512.0,3564.0,28.0,14.0,6.5,177.0,468.0,1938.0,16.0,4.1,108.0,97.0,796.0,46.0,36.8,13.2,96.31
Eric Moulds,Rams,26.0,16.0,14.0,134.0,94.0,1161.0,12.4,10.0,51.0,53.0,66.0,8.7,5.9,72.6,3.0,2019.0,13242.0,19960024.0,1996.0,72.9,204.0,39762.0,2502226.0,74.0,225.0,22.775342465753425,13.0,3.0,0.813,527.0,384.0,143.0,16.0,6738.0,1060.0,6.4,19.0,7.0,401.0,368.0,568.0,4507.0,32.0,12.0,7.5,236.0,459.0,2231.0,23.0,4.9,134.0,96.0,878.0,31.0,48.6,9.8,239.79
Marvin Harrison,Bengals,25.0,16.0,15.0,148.0,90.0,1046.0,11.6,5.0,51.0,46.6,47.0,7.1,5.6,65.4,2.0,2019.0,13157.0,19960019.0,1996.0,71.9,181.0,13244.0,2501062.0,72.0,185.0,23.66849315068493,6.0,10.0,0.375,368.0,455.0,-87.0,16.0,4972.0,938.0,5.3,17.0,4.0,304.0,331.0,542.0,3290.0,27.0,13.0,5.7,182.0,359.0,1682.0,13.0,4.7,92.0,114.0,957.0,30.0,35.5,9.6,47.57
Hines Ward,Panthers,22.0,15.0,15.0,135.0,87.0,1175.0,13.5,4.0,63.0,58.5,52.0,8.7,5.8,78.3,2.0,2019.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,7.0,9.0,0.438,376.0,382.0,-6.0,16.0,5972.0,1011.0,5.9,22.0,6.0,356.0,378.0,563.0,3836.0,28.0,16.0,6.4,212.0,416.0,2136.0,17.0,5.1,117.0,92.0,818.0,27.0,37.0,12.1,117.24
Andre Johnson,Buccaneers,23.0,14.0,14.0,121.0,86.0,1333.0,15.5,9.0,63.0,60.3,71.0,11.0,6.1,95.2,0.0,2019.0,13184.0,19960030.0,1996.0,77.5,309.0,16802.0,2501408.0,77.0,314.0,22.66849315068493,5.0,11.0,0.313,396.0,464.0,-68.0,16.0,6648.0,1055.0,6.3,35.0,9.0,388.0,408.0,625.0,5125.0,36.0,26.0,7.7,265.0,389.0,1523.0,11.0,3.9,80.0,117.0,975.0,43.0,37.0,19.0,121.14
Terrell Owens,Packers,27.0,12.0,12.0,127.0,83.0,997.0,12.0,5.0,54.0,57.5,58.0,7.9,6.9,83.1,2.0,2019.0,13258.0,19960089.0,1996.0,74.9,213.0,37403.0,2502377.0,75.0,224.0,22.383561643835616,6.0,9.0,0.406,376.0,400.0,-24.0,16.0,5905.0,1026.0,5.8,15.0,11.0,332.0,392.0,640.0,4238.0,25.0,4.0,6.1,208.0,333.0,1667.0,14.0,5.0,98.0,108.0,937.0,26.0,38.8,6.7,108.88
Reggie Wayne,Browns,27.0,16.0,16.0,138.0,83.0,1174.0,14.1,6.0,55.0,52.2,65.0,8.5,5.2,73.4,0.0,2019.0,14850.0,20010030.0,2001.0,72.0,198.0,33124.0,2504747.0,72.0,200.0,22.44109589041096,7.0,8.0,0.469,359.0,392.0,-33.0,16.0,5900.0,1023.0,5.8,24.0,7.0,314.0,353.0,574.0,4007.0,29.0,17.0,6.5,189.0,411.0,1893.0,15.0,4.6,93.0,112.0,894.0,32.0,31.2,11.4,36.91
Jimmy Smith,Seahawks,27.0,16.0,16.0,110.0,82.0,1057.0,12.9,8.0,53.0,62.7,44.0,9.6,5.1,66.1,1.0,2019.0,12002.0,19920036.0,1992.0,72.8,200.0,39217.0,2503028.0,73.0,202.0,23.22465753424657,10.0,6.0,0.625,428.0,347.0,81.0,16.0,5653.0,1012.0,5.6,11.0,4.0,329.0,280.0,427.0,3093.0,35.0,7.0,6.5,156.0,534.0,2560.0,15.0,4.8,133.0,111.0,959.0,40.0,39.8,6.1,128.78
Chris Chambers,Cowboys,25.0,16.0,16.0,119.0,79.0,1189.0,15.1,8.0,54.0,63.0,53.0,10.0,4.9,74.3,0.0,2019.0,14647.0,20010052.0,2001.0,71.6,210.0,53706.0,2504695.0,71.0,210.0,22.70684931506849,10.0,6.0,0.625,339.0,324.0,15.0,16.0,5501.0,1022.0,5.4,17.0,9.0,322.0,356.0,527.0,3538.0,22.0,8.0,6.1,184.0,439.0,1963.0,13.0,4.5,113.0,104.0,885.0,25.0,37.9,10.1,83.04
Nate Burleson,Jets,26.0,16.0,12.0,122.0,78.0,833.0,10.7,6.0,41.0,47.5,41.0,6.8,4.9,52.1,0.0,2019.0,15167.0,20030071.0,2003.0,73.0,197.0,89557.0,2505511.0,72.0,198.0,21.698630136986303,4.0,12.0,0.25,333.0,441.0,-108.0,16.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,32.0,14.7,-97.45
Antonio Bryant,Browns,27.0,16.0,15.0,133.0,74.0,1035.0,14.0,4.0,44.0,46.6,89.0,7.8,4.6,64.7,1.0,2019.0,14904.0,20020063.0,2002.0,73.3,188.0,15260.0,2505061.0,73.0,211.0,21.12876712328767,7.0,8.0,0.469,359.0,392.0,-33.0,16.0,5900.0,1023.0,5.8,24.0,7.0,314.0,353.0,574.0,4007.0,29.0,17.0,6.5,189.0,411.0,1893.0,15.0,4.6,93.0,112.0,894.0,32.0,31.2,11.4,36.91
Anquan Boldin,Bills,29.0,15.0,15.0,115.0,72.0,1060.0,14.7,6.0,53.0,54.8,53.0,9.2,4.8,70.7,0.0,2019.0,15157.0,20030054.0,2003.0,72.6,216.0,32306.0,2505587.0,73.0,220.0,22.575342465753423,6.0,10.0,0.375,269.0,374.0,-105.0,16.0,4778.0,1008.0,4.7,32.0,9.0,283.0,271.0,499.0,2794.0,13.0,23.0,5.2,137.0,468.0,1984.0,15.0,4.2,108.0,116.0,992.0,38.0,26.4,15.5,-104.81
David Givens,Dolphins,26.0,16.0,14.0,128.0,72.0,1202.0,16.7,9.0,58.0,53.1,51.0,9.4,4.5,75.1,0.0,2019.0,14965.0,20020253.0,2002.0,72.0,217.0,46556.0,2505214.0,72.0,215.0,21.69041095890411,7.0,9.0,0.438,319.0,433.0,-114.0,16.0,4638.0,878.0,5.3,23.0,10.0,252.0,292.0,455.0,2900.0,26.0,13.0,5.7,153.0,371.0,1738.0,7.0,4.7,75.0,108.0,978.0,24.0,28.3,12.5,-40.39
Justin McCareins,Broncos,24.0,16.0,14.0,124.0,72.0,1112.0,15.4,6.0,50.0,49.2,70.0,9.0,4.5,69.5,2.0,2019.0,14751.0,20010124.0,2001.0,73.8,209.0,60115.0,2504635.0,74.0,215.0,22.4027397260274,6.0,10.0,0.375,329.0,349.0,-20.0,16.0,5602.0,1015.0,5.5,21.0,6.0,320.0,367.0,588.0,3695.0,19.0,15.0,5.9,181.0,393.0,1907.0,18.0,4.9,107.0,125.0,985.0,32.0,30.6,11.3,24.23
Roy Williams,Bills,30.0,15.0,10.0,106.0,67.0,778.0,11.6,6.0,37.0,55.7,51.0,7.3,4.5,51.9,0.0,2019.0,15132.0,20020008.0,2002.0,72.4,219.0,73019.0,2505013.0,72.0,222.0,21.695890410958903,6.0,10.0,0.375,269.0,374.0,-105.0,16.0,4778.0,1008.0,4.7,32.0,9.0,283.0,271.0,499.0,2794.0,13.0,23.0,5.2,137.0,468.0,1984.0,15.0,4.2,108.0,116.0,992.0,38.0,26.4,15.5,-104.81
Rod Gardner,Buccaneers,26.0,13.0,13.0,118.0,67.0,1157.0,17.3,8.0,54.0,55.1,67.0,9.8,5.2,89.0,0.0,2019.0,14682.0,20010015.0,2001.0,74.3,219.0,29631.0,2504772.0,74.0,219.0,23.5013698630137,5.0,11.0,0.313,396.0,464.0,-68.0,16.0,6648.0,1055.0,6.3,35.0,9.0,388.0,408.0,625.0,5125.0,36.0,26.0,7.7,265.0,389.0,1523.0,11.0,3.9,80.0,117.0,975.0,43.0,37.0,19.0,121.14
Troy Edwards,Jaguars,26.0,15.0,11.0,101.0,66.0,660.0,10.0,3.0,31.0,43.6,39.0,6.5,4.4,44.0,1.0,2019.0,14058.0,19990013.0,1999.0,69.5,191.0,71272.0,2500520.0,70.0,195.0,22.04109589041096,5.0,11.0,0.313,245.0,316.0,-71.0,16.0,4832.0,1005.0,4.8,29.0,16.0,277.0,329.0,536.0,3109.0,15.0,13.0,5.3,164.0,416.0,1723.0,7.0,4.1,92.0,121.0,1112.0,21.0,25.0,15.6,-98.17
Ike Hilliard,Lions,26.0,16.0,16.0,116.0,65.0,1190.0,18.3,11.0,52.0,50.9,75.0,10.3,4.1,74.4,1.0,2019.0,13467.0,19970007.0,1997.0,71.9,189.0,32611.0,2501173.0,71.0,210.0,21.052054794520547,6.0,10.0,0.375,324.0,360.0,-36.0,16.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,35.3,11.0,39.87
Randy Moss,Vikings,26.0,15.0,15.0,94.0,63.0,1130.0,17.9,6.0,41.0,58.5,66.0,12.0,4.2,75.3,4.0,2019.0,13847.0,19980021.0,1998.0,75.6,194.0,25755.0,2502220.0,76.0,210.0,21.18904109589041,8.0,7.0,0.531,360.0,341.0,19.0,16.0,5529.0,1003.0,5.5,20.0,10.0,310.0,425.0,606.0,4036.0,30.0,10.0,6.2,218.0,357.0,1493.0,9.0,4.2,66.0,92.0,779.0,26.0,32.4,10.6,7.47
Lee Evans,Falcons,25.0,13.0,10.0,93.0,63.0,866.0,13.7,7.0,47.0,59.1,36.0,9.3,4.8,66.6,0.0,2019.0,15474.0,20040013.0,2004.0,70.9,197.0,53706.0,2506097.0,72.0,210.0,23.136986301369863,7.0,9.0,0.438,414.0,423.0,-9.0,16.0,6226.0,1010.0,6.2,18.0,11.0,352.0,428.0,617.0,4653.0,36.0,7.0,7.1,238.0,351.0,1573.0,11.0,4.5,84.0,101.0,899.0,30.0,42.9,10.7,155.08
Marcus Robinson,Lions,29.0,13.0,11.0,91.0,62.0,779.0,12.6,9.0,41.0,59.3,47.0,8.6,4.8,59.9,0.0,2019.0,13579.0,19970108.0,1997.0,75.4,213.0,29208.0,2502705.0,75.0,215.0,22.156164383561645,6.0,10.0,0.375,324.0,360.0,-36.0,16.0,5236.0,1019.0,5.1,19.0,7.0,325.0,375.0,574.0,3576.0,22.0,12.0,5.8,201.0,404.0,1660.0,11.0,4.1,91.0,94.0,852.0,33.0,35.3,11.0,39.87
Santana Moss,Steelers,23.0,16.0,12.0,92.0,59.0,680.0,11.5,5.0,31.0,48.9,45.0,7.4,3.7,42.5,5.0,2019.0,14769.0,20010016.0,2001.0,69.6,184.0,33124.0,2504743.0,70.0,189.0,21.90410958904109,9.0,6.0,0.594,428.0,360.0,68.0,16.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,36.8,14.3,156.16
Brandon Lloyd,Chiefs,25.0,12.0,12.0,89.0,58.0,860.0,14.8,7.0,39.0,58.4,57.0,9.7,4.8,71.7,0.0,2019.0,15269.0,20030124.0,2003.0,72.1,184.0,61801.0,2505600.0,72.0,200.0,21.82191780821918,12.0,4.0,0.75,565.0,421.0,144.0,16.0,6810.0,996.0,6.8,18.0,6.0,384.0,385.0,583.0,4955.0,50.0,12.0,8.1,239.0,387.0,1855.0,16.0,4.8,108.0,137.0,1152.0,37.0,52.6,10.5,298.14
Antwaan Randle El,Commanders,24.0,14.0,14.0,93.0,58.0,919.0,15.8,7.0,43.0,57.0,75.0,9.9,4.1,65.6,0.0,2019.0,14943.0,20020062.0,2002.0,69.6,191.0,47405.0,2505060.0,70.0,185.0,22.69041095890411,7.0,9.0,0.438,281.0,359.0,-78.0,16.0,4795.0,967.0,5.0,19.0,4.0,280.0,311.0,509.0,3021.0,16.0,15.0,5.5,156.0,414.0,1774.0,12.0,4.3,96.0,115.0,1008.0,28.0,31.8,11.2,-34.07
David Terrell,Seahawks,22.0,16.0,15.0,100.0,58.0,900.0,15.5,7.0,39.0,52.0,54.0,9.0,3.6,56.3,3.0,2019.0,14831.0,20010008.0,2001.0,75.1,213.0,48109.0,2504761.0,75.0,212.0,22.12328767123288,10.0,6.0,0.625,428.0,347.0,81.0,16.0,5653.0,1012.0,5.6,11.0,4.0,329.0,280.0,427.0,3093.0,35.0,7.0,6.5,156.0,534.0,2560.0,15.0,4.8,133.0,111.0,959.0,40.0,39.8,6.1,128.78
Bobby Wade,49ers,23.0,15.0,11.0,81.0,57.0,802.0,14.1,3.0,32.0,53.1,42.0,9.9,3.8,53.5,2.0,2019.0,15369.0,20030139.0,2003.0,70.3,193.0,85721.0,2505646.0,70.0,195.0,22.17808219178082,4.0,12.0,0.25,342.0,435.0,-93.0,16.0,5769.0,1003.0,5.8,32.0,12.0,344.0,331.0,532.0,3867.0,26.0,20.0,6.7,201.0,423.0,1902.0,7.0,4.5,98.0,112.0,982.0,45.0,37.0,17.1,20.95
Jabar Gaffney,Giants,26.0,10.0,10.0,83.0,57.0,576.0,10.1,3.0,29.0,59.0,36.0,6.9,5.7,57.6,0.0,2019.0,14962.0,20020033.0,2002.0,73.1,193.0,32611.0,2505033.0,74.0,200.0,21.3972602739726,5.0,11.0,0.313,369.0,412.0,-43.0,16.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,38.4,9.6,70.53
Curtis Conway,Cowboys,29.0,15.0,6.0,83.0,55.0,828.0,15.1,3.0,41.0,54.2,59.0,10.0,3.7,55.2,2.0,2019.0,12156.0,19930007.0,1993.0,72.3,185.0,90089.0,2500179.0,73.0,200.0,22.295890410958904,10.0,6.0,0.625,339.0,324.0,15.0,16.0,5501.0,1022.0,5.4,17.0,9.0,322.0,356.0,527.0,3538.0,22.0,8.0,6.1,184.0,439.0,1963.0,13.0,4.5,113.0,104.0,885.0,25.0,37.9,10.1,83.04
Deion Branch,Panthers,23.0,16.0,15.0,105.0,54.0,627.0,11.6,6.0,36.0,43.8,44.0,6.0,3.4,39.2,0.0,2019.0,14899.0,20020065.0,2002.0,69.1,191.0,40292.0,2505062.0,69.0,195.0,22.77260273972603,7.0,9.0,0.438,376.0,382.0,-6.0,16.0,5972.0,1011.0,5.9,22.0,6.0,356.0,378.0,563.0,3836.0,28.0,16.0,6.4,212.0,416.0,2136.0,17.0,5.1,117.0,92.0,818.0,27.0,37.0,12.1,117.24
Jerome Pathon,Titans,22.0,16.0,11.0,84.0,52.0,1051.0,20.2,8.0,39.0,53.6,91.0,12.5,3.3,65.7,1.0,2019.0,13865.0,19980032.0,1998.0,72.0,187.0,98195.0,2502417.0,72.0,195.0,22.353424657534248,9.0,7.0,0.563,310.0,303.0,7.0,16.0,5002.0,940.0,5.3,18.0,6.0,289.0,293.0,437.0,2975.0,16.0,12.0,6.1,156.0,456.0,2027.0,15.0,4.4,106.0,82.0,727.0,27.0,34.9,10.2,10.48
Ricky Proehl,Jets,26.0,16.0,15.0,96.0,52.0,779.0,15.0,5.0,35.0,46.9,92.0,8.1,3.3,48.7,1.0,2019.0,11131.0,19900058.0,1990.0,70.8,181.0,27106.0,2502556.0,72.0,190.0,22.13972602739726,4.0,12.0,0.25,333.0,441.0,-108.0,16.0,4787.0,971.0,4.9,30.0,11.0,258.0,299.0,524.0,3165.0,18.0,19.0,5.6,157.0,410.0,1622.0,11.0,4.0,84.0,114.0,948.0,17.0,32.0,14.7,-97.45
Travis Taylor,Bears,25.0,16.0,7.0,85.0,52.0,656.0,12.6,2.0,34.0,51.8,35.0,7.7,3.3,41.0,1.0,2019.0,14571.0,20000010.0,2000.0,72.9,199.0,32611.0,2504321.0,73.0,210.0,21.06027397260274,12.0,4.0,0.75,421.0,283.0,138.0,16.0,5502.0,1013.0,5.4,24.0,10.0,331.0,344.0,512.0,3564.0,28.0,14.0,6.5,177.0,468.0,1938.0,16.0,4.1,108.0,97.0,796.0,46.0,36.8,13.2,96.31
Joey Galloway,Chiefs,26.0,14.0,13.0,90.0,52.0,673.0,12.9,3.0,30.0,47.8,68.0,7.5,3.7,48.1,2.0,2019.0,12845.0,19950008.0,1995.0,70.4,188.0,43210.0,2500744.0,71.0,197.0,23.435616438356163,12.0,4.0,0.75,565.0,421.0,144.0,16.0,6810.0,996.0,6.8,18.0,6.0,384.0,385.0,583.0,4955.0,50.0,12.0,8.1,239.0,387.0,1855.0,16.0,4.8,108.0,137.0,1152.0,37.0,52.6,10.5,298.14
Keenan McCardell,Texans,25.0,11.0,11.0,71.0,49.0,670.0,13.7,3.0,26.0,59.2,54.0,9.4,4.5,60.9,1.0,2019.0,11471.0,19910326.0,1991.0,71.9,175.0,89154.0,2501942.0,73.0,191.0,21.301369863013697,11.0,5.0,0.688,402.0,316.0,86.0,16.0,5802.0,1040.0,5.6,16.0,7.0,333.0,345.0,506.0,3781.0,26.0,9.0,6.7,202.0,472.0,2021.0,12.0,4.3,94.0,105.0,787.0,37.0,40.3,8.1,84.1
Quincy Morgan,Falcons,23.0,16.0,4.0,74.0,49.0,446.0,9.1,1.0,25.0,48.6,19.0,6.0,3.1,27.9,1.0,2019.0,14768.0,20010033.0,2001.0,72.9,211.0,66506.0,2504679.0,73.0,215.0,23.59178082191781,7.0,9.0,0.438,414.0,423.0,-9.0,16.0,6226.0,1010.0,6.2,18.0,11.0,352.0,428.0,617.0,4653.0,36.0,7.0,7.1,238.0,351.0,1573.0,11.0,4.5,84.0,101.0,899.0,30.0,42.9,10.7,155.08
Dez White,Giants,22.0,14.0,9.0,84.0,48.0,740.0,15.4,8.0,32.0,48.8,55.0,8.8,3.4,52.9,0.0,2019.0,14592.0,20000069.0,2000.0,73.3,218.0,30332.0,2504271.0,73.0,215.0,20.660273972602734,5.0,11.0,0.313,369.0,412.0,-43.0,16.0,5697.0,984.0,5.8,19.0,7.0,297.0,382.0,583.0,4047.0,23.0,12.0,6.4,208.0,354.0,1650.0,13.0,4.7,71.0,114.0,951.0,18.0,38.4,9.6,70.53
Corey Bradford,Ravens,22.0,14.0,11.0,71.0,46.0,584.0,12.7,7.0,24.0,47.9,83.0,8.2,3.3,41.7,0.0,2019.0,13696.0,19980150.0,1998.0,72.6,197.0,39217.0,2499745.0,73.0,201.0,22.375342465753423,10.0,6.0,0.625,389.0,287.0,102.0,16.0,5999.0,1135.0,5.3,20.0,11.0,367.0,334.0,556.0,3558.0,18.0,9.0,6.1,184.0,547.0,2441.0,19.0,4.5,153.0,116.0,940.0,30.0,40.7,10.7,72.85
Joe Jurevicius,Colts,30.0,10.0,10.0,68.0,45.0,501.0,11.1,5.0,24.0,52.9,35.0,7.4,4.5,50.1,0.0,2019.0,13807.0,19980055.0,1998.0,76.9,231.0,16802.0,2501548.0,77.0,230.0,23.334246575342465,10.0,6.0,0.625,433.0,344.0,89.0,16.0,6179.0,1070.0,5.8,24.0,9.0,371.0,432.0,644.0,4461.0,39.0,15.0,6.7,237.0,408.0,1718.0,13.0,4.2,96.0,120.0,953.0,38.0,41.2,13.2,140.47
Tim Brown,Steelers,23.0,15.0,10.0,80.0,44.0,735.0,16.7,3.0,31.0,46.3,79.0,9.2,2.9,49.0,1.0,2019.0,10297.0,19880006.0,1988.0,72.0,193.0,46556.0,2499869.0,72.0,195.0,21.77260273972603,9.0,6.0,0.594,428.0,360.0,68.0,16.0,6453.0,1058.0,6.1,26.0,9.0,378.0,459.0,689.0,5008.0,35.0,17.0,7.0,251.0,345.0,1445.0,16.0,4.2,88.0,111.0,1026.0,39.0,36.8,14.3,156.16
Terry Glenn,Titans,24.0,15.0,11.0,69.0,43.0,601.0,14.0,2.0,33.0,58.0,38.0,8.7,2.9,40.1,1.0,2019.0,13137.0,19960007.0,1996.0,70.5,184.0,43210.0,2500816.0,71.0,196.0,21.75890410958904,9.0,7.0,0.563,310.0,303.0,7.0,16.0,5002.0,940.0,5.3,18.0,6.0,289.0,293.0,437.0,2975.0,16.0,12.0,6.1,156.0,456.0,2027.0,15.0,4.4,106.0,82.0,727.0,27.0,34.9,10.2,10.48
